1.7024,0.90861,1.581,1.6045,1.8554,1.0514,1.5295,1.4283
2.3106,1.5691,1.4817,1.9213,2.4446,1.7295,1.3401,1.6043
0.067838,1.9189,0.02536,2.0377,0.072782,2.0884,0.049435,1.6945
1.1388,1.8022,2.6157,0.58164,1.3799,1.8475,2.4114,0.45289
0.76043,1.7439,2.0495,1.5119,0.94445,1.8685,1.8401,1.2461
1.0595,2.7112,1.0862,0.9983,1.1681,2.7999,1.0853,0.88622
1.3333,0.92815,1.0131,0.99076,1.4353,1.016,1.0204,0.87889
0.25911,0.39381,1.681,0.58456,0.42003,0.44626,1.6092,0.52453
1.0636,1.3089,1.0107,0.13285,1.162,1.313,0.98381,0.040593
2.6278,2.5419,0.40241,0.3579,2.6647,2.5627,0.36897,0.20798
1.6619,0.82701,2.8655,2.0391,1.9291,1.0095,2.6727,1.8251
2.6296,2.7399,2.4917,0.65529,2.8521,2.7889,2.2247,0.49029
0.58616,1.7588,0.65451,1.7819,0.64668,1.9061,0.6052,1.4733
1.1454,2.8396,2.108,0.50878,1.3441,2.8857,1.9873,0.46109
1.8955,1.9897,2.26,0.88085,2.1053,2.0612,2.0986,0.71513
0.56503,0.61842,2.6026,2.503,0.8094,0.84185,2.4437,2.2343
2.5701,2.4397,1.577,1.8452,2.7125,2.5935,1.424,1.5376
1.6228,0.90548,0.17625,1.8044,1.6513,1.0648,0.28536,1.5931
0.45204,0.21181,1.901,2.2555,0.63395,0.41267,1.8191,2.0086
1.27,2.0575,2.4234,2.0383,1.4981,2.2396,2.2806,1.8206
2.5155,1.524,1.467,1.0733,2.6475,1.6091,1.3196,0.85195
1.5549,1.8697,0.61942,1.9703,1.6202,2.0364,0.65308,1.6668
2.9142,2.2681,0.20636,1.2523,2.9345,2.368,0.20301,0.99953
0.60793,1.601,0.89014,0.37217,0.6881,1.6235,0.80169,0.22496
1.4917,1.2392,0.75315,1.9262,1.5688,1.4021,0.7713,1.6289
0.36866,0.5096,0.22903,1.3912,0.40152,0.63231,0.32852,1.2271
1.5403,1.6882,1.3609,1.4164,1.6709,1.8065,1.3058,1.1822
