0.53551,0.27809,-0.12902,0.53167,0.53584,0.32424,0.0033159,0.46156
0.53584,0.32424,0.0033159,0.46156,0.54785,0.3643,0.12007,0.40055
0.54785,0.3643,0.12007,0.40055,0.57016,0.39905,0.22309,0.34747
0.57016,0.39905,0.22309,0.34747,0.60155,0.42918,0.31399,0.3013
0.60155,0.42918,0.31399,0.3013,0.64097,0.45529,0.3942,0.26116
0.64097,0.45529,0.3942,0.26116,0.68747,0.47792,0.46499,0.22626
0.68747,0.47792,0.46499,0.22626,0.74022,0.49751,0.52748,0.19594
0.74022,0.49751,0.52748,0.19594,0.79848,0.51447,0.58263,0.1696
0.79848,0.51447,0.58263,0.1696,0.86161,0.52915,0.63131,0.14673
0.86161,0.52915,0.63131,0.14673,0.92904,0.54183,0.67428,0.12687
0.92904,0.54183,0.67428,0.12687,1.0003,0.5528,0.71223,0.10964
1.0003,0.5528,0.71223,0.10964,1.0748,0.56227,0.74573,0.094699
1.0748,0.56227,0.74573,0.094699,1.1524,0.57044,0.77531,0.081739
1.1524,0.57044,0.77531,0.081739,1.2325,0.57749,0.80143,0.070507
1.2325,0.57749,0.80143,0.070507,1.315,0.58357,0.8245,0.060776
1.315,0.58357,0.8245,0.060776,1.3995,0.5888,0.84488,0.05235
1.3995,0.5888,0.84488,0.05235,1.4857,0.59331,0.86288,0.045056
1.4857,0.59331,0.86288,0.045056,1.5736,0.59718,0.87878,0.038747
1.5736,0.59718,0.87878,0.038747,1.6629,0.60051,0.89282,0.033292
1.6629,0.60051,0.89282,0.033292,1.7534,0.60337,0.90523,0.028578
1.7534,0.60337,0.90523,0.028578,1.845,0.60582,0.9162,0.024508
1.845,0.60582,0.9162,0.024508,1.9376,0.60792,0.92589,0.020994
1.9376,0.60792,0.92589,0.020994,2.0311,0.60972,0.93445,0.017964
2.0311,0.60972,0.93445,0.017964,2.114,0.61214,0.82899,0.024221
1.7025,2.7711,0.061636,0.91665,1.7201,2.8516,0.17583,0.80471
1.7201,2.8516,0.17583,0.80471,1.7477,2.9223,0.27613,0.70644
1.7477,2.9223,0.27613,0.70644,1.7841,2.9843,0.36422,0.62017
1.7841,2.9843,0.36422,0.62017,1.8283,3.0387,0.44159,0.54443
1.8283,3.0387,0.44159,0.54443,1.8792,3.0865,0.50953,0.47794
1.8792,3.0865,0.50953,0.47794,1.9362,3.1285,0.56921,0.41956
1.9362,3.1285,0.56921,0.41956,1.9983,3.1653,0.62163,0.36832
1.9983,3.1653,0.62163,0.36832,2.0651,3.1976,0.66766,0.32333
2.0651,3.1976,0.66766,0.32333,2.1255,3.2156,0.60393,0.17967
2.1255,3.2156,0.60393,0.17967,2.1801,3.2208,0.54613,0.051679
2.1801,3.2208,0.54613,0.051679,2.2295,3.2145,0.49373,-0.062354
2.2295,3.2145,0.49373,-0.062354,2.2741,3.1981,0.44623,-0.16396
2.2741,3.1981,0.44623,-0.16396,2.3144,3.1727,0.40321,-0.25451
2.3144,3.1727,0.40321,-0.25451,2.3508,3.1392,0.36424,-0.3352
2.3508,3.1392,0.36424,-0.3352,2.3837,3.0985,0.32897,-0.40711
2.3837,3.0985,0.32897,-0.40711,2.4134,3.0513,0.29704,-0.47121
2.4134,3.0513,0.29704,-0.47121,2.4403,2.9985,0.26816,-0.52835
2.4403,2.9985,0.26816,-0.52835,2.4645,2.9406,0.24203,-0.57928
2.4645,2.9406,0.24203,-0.57928,2.4863,2.8781,0.2184,-0.62469
2.4863,2.8781,0.2184,-0.62469,2.506,2.8116,0.19704,-0.66518
2.506,2.8116,0.19704,-0.66518,2.5238,2.7415,0.17774,-0.70128
2.5238,2.7415,0.17774,-0.70128,2.5398,2.6681,0.1603,-0.73347
