6.074000000000000406e-03,7.921650111675262451e-01,-2.584099999999999939e-02,5.897800028324127197e-01
8.855000000000000024e-03,7.921650111675262451e-01,5.897800028324127197e-01,1.302650034427642822e+00
7.921650111675262451e-01,1.418550014495849609e+00,-4.047699999999999909e-02,5.539299845695495605e-01
7.921650111675262451e-01,1.418550014495849609e+00,5.539299845695495605e-01,1.302650034427642822e+00
1.418550014495849609e+00,2.091300010681152344e+00,-4.936299999999999716e-02,5.651199817657470703e-01
1.418550014495849609e+00,2.091300010681152344e+00,5.651199817657470703e-01,1.302650034427642822e+00
2.091300010681152344e+00,2.492149949073791504e+00,9.046699999999999742e-01,1.302650034427642822e+00
2.492149949073791504e+00,3.043099999999999916e+00,9.062900000000000400e-01,1.302650034427642822e+00
2.227300000000000113e-02,9.600700139999389648e-01,1.302650034427642822e+00,1.977800011634826660e+00
9.600700139999389648e-01,1.812749981880187988e+00,1.302650034427642822e+00,1.977800011634826660e+00
1.005900000000000016e+00,1.812749981880187988e+00,1.977800011634826660e+00,2.500049948692321777e+00
1.051199999999999912e+00,1.812749981880187988e+00,2.500049948692321777e+00,2.998600000000000154e+00
1.812749981880187988e+00,2.407750010490417480e+00,1.302650034427642822e+00,2.054299950599670410e+00
2.407750010490417480e+00,3.036900000000000155e+00,1.302650034427642822e+00,2.054299950599670410e+00
1.812749981880187988e+00,2.306900024414062500e+00,2.054299950599670410e+00,2.992700000000000138e+00
2.306900024414062500e+00,3.017999999999999794e+00,2.054299950599670410e+00,2.978099999999999969e+00
