1.218500000000000050e+01,1.299550008773803711e+01,1.211400000000000077e+01,1.332399988174438477e+01,1.204899999999999949e+01,1.338250017166137695e+01
1.299550008773803711e+01,1.379650020599365234e+01,1.236400000000000077e+01,1.332399988174438477e+01,1.216600000000000037e+01,1.338250017166137695e+01
1.206300000000000061e+01,1.379650020599365234e+01,1.332399988174438477e+01,1.411100006103515625e+01,1.192600000000000016e+01,1.284350013732910156e+01
1.211400000000000077e+01,1.379650020599365234e+01,1.332399988174438477e+01,1.411100006103515625e+01,1.284350013732910156e+01,1.338250017166137695e+01
1.255700000000000038e+01,1.379650020599365234e+01,1.204899999999999949e+01,1.265750026702880859e+01,1.338250017166137695e+01,1.452150011062622070e+01
1.298600000000000065e+01,1.379650020599365234e+01,1.265750026702880859e+01,1.335249996185302734e+01,1.338250017166137695e+01,1.452150011062622070e+01
1.245599999999999952e+01,1.343849992752075195e+01,1.335249996185302734e+01,1.411100006103515625e+01,1.338250017166137695e+01,1.452150011062622070e+01
1.343849992752075195e+01,1.379650020599365234e+01,1.335249996185302734e+01,1.411100006103515625e+01,1.338250017166137695e+01,1.452150011062622070e+01
1.379650020599365234e+01,1.465599966049194336e+01,1.200500000000000078e+01,1.326949977874755859e+01,1.188499999999999979e+01,1.290899991989135742e+01
1.465599966049194336e+01,1.557850027084350586e+01,1.224399999999999977e+01,1.326949977874755859e+01,1.176399999999999935e+01,1.290899991989135742e+01
1.379650020599365234e+01,1.500250005722045898e+01,1.326949977874755859e+01,1.411100006103515625e+01,1.190799999999999947e+01,1.290899991989135742e+01
1.500250005722045898e+01,1.557850027084350586e+01,1.326949977874755859e+01,1.411100006103515625e+01,1.181099999999999994e+01,1.290899991989135742e+01
1.379650020599365234e+01,1.557850027084350586e+01,1.203400000000000070e+01,1.338800001144409180e+01,1.290899991989135742e+01,1.396950006484985352e+01
1.379650020599365234e+01,1.557850027084350586e+01,1.338800001144409180e+01,1.411100006103515625e+01,1.290899991989135742e+01,1.396950006484985352e+01
1.379650020599365234e+01,1.424550008773803711e+01,1.202299999999999969e+01,1.411100006103515625e+01,1.396950006484985352e+01,1.452150011062622070e+01
1.424550008773803711e+01,1.557850027084350586e+01,1.221100000000000030e+01,1.411100006103515625e+01,1.396950006484985352e+01,1.452150011062622070e+01
1.209500000000000064e+01,1.401399993896484375e+01,1.411100006103515625e+01,1.512150001525878906e+01,1.188000000000000078e+01,1.238749980926513672e+01
1.401399993896484375e+01,1.424049997329711914e+01,1.411100006103515625e+01,1.512150001525878906e+01,1.211299999999999955e+01,1.238749980926513672e+01
1.230599999999999916e+01,1.319350004196166992e+01,1.411100006103515625e+01,1.512150001525878906e+01,1.238749980926513672e+01,1.339800024032592773e+01
1.319350004196166992e+01,1.424049997329711914e+01,1.411100006103515625e+01,1.512150001525878906e+01,1.238749980926513672e+01,1.339800024032592773e+01
1.261400000000000077e+01,1.371050024032592773e+01,1.411100006103515625e+01,1.512150001525878906e+01,1.339800024032592773e+01,1.423400020599365234e+01
1.371050024032592773e+01,1.424049997329711914e+01,1.411100006103515625e+01,1.512150001525878906e+01,1.339800024032592773e+01,1.423400020599365234e+01
1.277899999999999991e+01,1.307899999618530273e+01,1.411100006103515625e+01,1.512150001525878906e+01,1.423400020599365234e+01,1.452150011062622070e+01
1.307899999618530273e+01,1.424049997329711914e+01,1.411100006103515625e+01,1.512150001525878906e+01,1.423400020599365234e+01,1.452150011062622070e+01
1.424049997329711914e+01,1.477099990844726562e+01,1.411100006103515625e+01,1.512150001525878906e+01,1.192800000000000082e+01,1.250749969482421875e+01
1.477099990844726562e+01,1.557850027084350586e+01,1.411100006103515625e+01,1.512150001525878906e+01,1.192399999999999949e+01,1.250749969482421875e+01
1.424049997329711914e+01,1.481050014495849609e+01,1.411100006103515625e+01,1.512150001525878906e+01,1.250749969482421875e+01,1.317399978637695312e+01
1.481050014495849609e+01,1.557850027084350586e+01,1.411100006103515625e+01,1.512150001525878906e+01,1.250749969482421875e+01,1.317399978637695312e+01
1.424049997329711914e+01,1.557850027084350586e+01,1.411100006103515625e+01,1.462050008773803711e+01,1.317399978637695312e+01,1.413699960708618164e+01
1.424049997329711914e+01,1.557850027084350586e+01,1.411100006103515625e+01,1.462050008773803711e+01,1.413699960708618164e+01,1.452150011062622070e+01
1.424049997329711914e+01,1.454200029373168945e+01,1.462050008773803711e+01,1.512150001525878906e+01,1.317399978637695312e+01,1.452150011062622070e+01
1.454200029373168945e+01,1.557850027084350586e+01,1.462050008773803711e+01,1.512150001525878906e+01,1.317399978637695312e+01,1.452150011062622070e+01
1.216099999999999959e+01,1.377499961853027344e+01,1.232900000000000063e+01,1.328849983215332031e+01,1.452150011062622070e+01,1.612450027465820312e+01
1.220299999999999940e+01,1.377499961853027344e+01,1.328849983215332031e+01,1.428749990463256836e+01,1.452150011062622070e+01,1.612450027465820312e+01
1.377499961853027344e+01,1.459350013732910156e+01,1.226500000000000057e+01,1.386350011825561523e+01,1.452150011062622070e+01,1.612450027465820312e+01
1.377499961853027344e+01,1.459350013732910156e+01,1.386350011825561523e+01,1.428749990463256836e+01,1.452150011062622070e+01,1.612450027465820312e+01
1.202699999999999925e+01,1.334749984741210938e+01,1.428749990463256836e+01,1.512150001525878906e+01,1.452150011062622070e+01,1.612450027465820312e+01
1.334749984741210938e+01,1.399149990081787109e+01,1.428749990463256836e+01,1.512150001525878906e+01,1.452150011062622070e+01,1.612450027465820312e+01
1.399149990081787109e+01,1.459350013732910156e+01,1.428749990463256836e+01,1.512150001525878906e+01,1.452150011062622070e+01,1.497749996185302734e+01
1.399149990081787109e+01,1.459350013732910156e+01,1.428749990463256836e+01,1.512150001525878906e+01,1.497749996185302734e+01,1.612450027465820312e+01
1.226099999999999923e+01,1.327550029754638672e+01,1.244299999999999962e+01,1.388650035858154297e+01,1.612450027465820312e+01,1.705000019073486328e+01
1.209399999999999942e+01,1.327550029754638672e+01,1.203700000000000081e+01,1.388650035858154297e+01,1.705000019073486328e+01,1.797800000000000153e+01
