1.574749994277954102e+01,1.798100000000000165e+01,1.209399999999999942e+01,1.621749973297119141e+01,1.198900000000000077e+01,1.645549964904785156e+01
1.574749994277954102e+01,1.791100000000000136e+01,1.630749988555908203e+01,1.806200000000000117e+01,1.645549964904785156e+01,1.812999999999999901e+01
1.574749994277954102e+01,1.647450065612792969e+01,1.621749973297119141e+01,1.791100000000000136e+01,1.251399999999999935e+01,1.645549964904785156e+01
1.647450065612792969e+01,1.799399999999999977e+01,1.621749973297119141e+01,1.800700000000000145e+01,1.202800000000000047e+01,1.645549964904785156e+01
1.201699999999999946e+01,1.574749994277954102e+01,1.200600000000000023e+01,1.538950014114379883e+01,1.496150016784667969e+01,1.794699999999999918e+01
1.200799999999999912e+01,1.574749994277954102e+01,1.538950014114379883e+01,1.794200000000000017e+01,1.496150016784667969e+01,1.796000000000000085e+01
1.203400000000000070e+01,1.574749994277954102e+01,1.203700000000000081e+01,1.466650009155273438e+01,1.202800000000000047e+01,1.496150016784667969e+01
1.204599999999999937e+01,1.574749994277954102e+01,1.466650009155273438e+01,1.798100000000000165e+01,1.200900000000000034e+01,1.496150016784667969e+01
1.574749994277954102e+01,1.650250053405761719e+01,1.202999999999999936e+01,1.630749988555908203e+01,1.645549964904785156e+01,1.795599999999999952e+01
1.650250053405761719e+01,1.796699999999999875e+01,1.205000000000000071e+01,1.630749988555908203e+01,1.645549964904785156e+01,1.799899999999999878e+01
