13.027,12.357,15.22,13.238,12.935,14.668
13.238,12.935,14.668,13.456,13.429,14.189
13.456,13.429,14.189,13.677,13.852,13.774
13.677,13.852,13.774,13.898,14.216,13.413
13.898,14.216,13.413,14.117,14.53,13.099
14.117,14.53,13.099,13.756,14.807,13.591
13.756,14.807,13.591,13.997,14.414,14.038
13.997,14.414,14.038,14.2,14.098,14.429
14.2,14.098,14.429,14.373,13.847,14.773
14.373,13.847,14.773,14.52,13.649,15.076
14.52,13.649,15.076,14.662,14.133,14.597
14.662,14.133,14.597,14.812,14.544,14.179
14.812,14.544,14.179,14.969,14.895,13.816
14.969,14.895,13.816,14.553,15.198,14.265
14.553,15.198,14.265,14.187,15.467,14.688
14.187,15.467,14.688,14.422,15.063,15.072
14.422,15.063,15.072,14.619,14.735,15.405
14.619,14.735,15.405,14.786,14.47,15.695
14.786,14.47,15.695,14.943,14.896,15.199
14.943,14.896,15.199,15.105,15.255,14.765
15.105,15.255,14.765,15.268,15.56,14.385
15.268,15.56,14.385,15.416,15.18,14.799
15.416,15.18,14.799,15.534,14.87,15.162
15.534,14.87,15.162,15.628,14.619,15.479
15.628,14.619,15.479,15.146,15.06,15.775
15.146,15.06,15.775,14.725,15.439,16.065
14.725,15.439,16.065,14.931,15.763,15.582
14.931,15.763,15.582,15.133,16.035,15.154
15.133,16.035,15.154,15.33,16.265,14.775
15.33,16.265,14.775,15.504,15.821,15.188
15.504,15.821,15.188,15.644,15.456,15.546
15.644,15.456,15.546,15.755,15.157,15.858
15.755,15.157,15.858,15.845,14.913,16.13
15.845,14.913,16.13,15.932,15.353,15.619
15.932,15.353,15.619,16.031,15.721,15.171
16.031,15.721,15.171,16.137,16.029,14.777
16.137,16.029,14.777,15.674,16.292,15.196
15.674,16.292,15.196,15.263,16.522,15.591
15.263,16.522,15.591,15.455,16.081,15.946
15.455,16.081,15.946,15.612,15.716,16.252
15.612,15.716,16.252,15.739,15.417,16.515
15.739,15.417,16.515,15.858,15.809,15.994
15.858,15.809,15.994,15.984,16.136,15.534
15.984,16.136,15.534,16.113,16.408,15.129
16.113,16.408,15.129,16.228,15.998,15.519
16.228,15.998,15.519,16.314,15.659,15.858
16.314,15.659,15.858,16.379,15.38,16.153
16.379,15.38,16.153,16.425,15.15,16.41
16.425,15.15,16.41,15.9,15.605,16.652
15.9,15.605,16.652,15.441,15.992,16.892
15.441,15.992,16.892,15.611,16.319,16.364
15.611,16.319,16.364,15.782,16.59,15.896
15.782,16.59,15.896,15.949,16.816,15.48
15.949,16.816,15.48,16.096,16.365,15.858
16.096,16.365,15.858,16.211,15.992,16.185
16.211,15.992,16.185,16.299,15.683,16.467
16.299,15.683,16.467,16.367,15.427,16.711
16.367,15.427,16.711,16.433,15.855,16.174
16.433,15.855,16.174,16.512,16.21,15.702
16.512,16.21,15.702,16.601,16.505,15.286
16.601,16.505,15.286,16.12,16.755,15.684
16.12,16.755,15.684,15.692,16.971,16.059
15.692,16.971,16.059,15.869,16.516,16.395
15.869,16.516,16.395,16.01,16.139,16.682
16.01,16.139,16.682,16.123,15.826,16.928
16.123,15.826,16.928,16.228,16.204,16.39
16.228,16.204,16.39,16.341,16.518,15.915
16.341,16.518,15.915,16.457,16.778,15.495
16.457,16.778,15.495,16.559,16.355,15.871
16.559,16.355,15.871,16.634,16.005,16.196
16.634,16.005,16.196,16.687,15.714,16.478
16.687,15.714,16.478,16.723,15.473,16.723
16.723,15.473,16.723,16.188,15.916,16.953
16.188,15.916,16.953,15.718,16.292,17.182
15.718,16.292,17.182,15.879,16.609,16.644
15.879,16.609,16.644,16.04,16.87,16.165
16.04,16.87,16.165,16.198,17.086,15.739
16.198,17.086,15.739,16.336,16.625,16.107
16.336,16.625,16.107,16.442,16.243,16.425
16.442,16.243,16.425,16.523,15.925,16.698
16.523,15.925,16.698,16.582,15.661,16.933
16.582,15.661,16.933,16.641,16.08,16.388
16.641,16.08,16.388,16.713,16.427,15.908
16.713,16.427,15.908,16.794,16.715,15.485
16.794,16.715,15.485,16.307,16.957,15.875
16.307,16.957,15.875,15.873,17.166,16.243
15.873,17.166,16.243,16.043,16.704,16.572
16.043,16.704,16.572,16.178,16.32,16.853
16.178,16.32,16.853,16.284,16,17.093
16.284,16,17.093,16.384,16.373,16.549
16.384,16.373,16.549,16.491,16.681,16.069
16.491,16.681,16.069,16.603,16.935,15.643
16.603,16.935,15.643,16.7,16.506,16.013
16.7,16.506,16.013,16.769,16.15,16.334
16.769,16.15,16.334,16.818,15.854,16.611
16.818,15.854,16.611,16.849,15.608,16.851
16.849,15.608,16.851,16.309,16.046,17.076
16.309,16.046,17.076,15.835,16.418,17.301
15.835,16.418,17.301,15.992,16.73,16.758
15.992,16.73,16.758,16.148,16.987,16.275
16.148,16.987,16.275,16.303,17.198,15.845
16.303,17.198,15.845,16.437,16.734,16.21
16.437,16.734,16.21,16.54,16.348,16.523
16.54,16.348,16.523,16.617,16.026,16.793
16.617,16.026,16.793,16.673,15.758,17.025
16.673,15.758,17.025,16.729,16.174,16.477
16.729,16.174,16.477,16.798,16.518,15.993
16.798,16.518,15.993,16.876,16.802,15.567
16.876,16.802,15.567,16.386,17.041,15.954
16.386,17.041,15.954,15.948,17.247,16.319
15.948,17.247,16.319,16.115,16.782,16.646
16.115,16.782,16.646,16.248,16.395,16.924
16.248,16.395,16.924,16.352,16.073,17.161
16.352,16.073,17.161,16.449,16.443,16.615
16.449,16.443,16.615,16.554,16.748,16.132
16.554,16.748,16.132,16.663,17,15.704
16.663,17,15.704,16.758,16.569,16.072
16.758,16.569,16.072,16.826,16.211,16.39
16.826,16.211,16.39,16.872,15.912,16.665
16.872,15.912,16.665,16.902,15.664,16.904
16.902,15.664,16.904,16.36,16.101,17.127
16.36,16.101,17.127,15.884,16.471,17.35
15.884,16.471,17.35,16.039,16.78,16.805
16.039,16.78,16.805,16.194,17.036,16.32
16.194,17.036,16.32,16.347,17.245,15.888
16.347,17.245,15.888,16.48,16.779,16.252
16.48,16.779,16.252,16.581,16.391,16.564
16.581,16.391,16.564,16.656,16.068,16.832
16.656,16.068,16.832,16.711,15.799,17.063
16.711,15.799,17.063,16.765,16.213,16.513
16.765,16.213,16.513,16.833,16.556,16.029
16.833,16.556,16.029,16.91,16.839,15.601
16.91,16.839,15.601,16.418,17.076,15.987
16.418,17.076,15.987,15.98,17.281,16.351
15.98,17.281,16.351,16.146,16.815,16.676
16.146,16.815,16.676,16.277,16.427,16.953
16.277,16.427,16.953,16.381,16.103,17.19
16.381,16.103,17.19,16.477,16.472,16.642
16.477,16.472,16.642,16.581,16.776,16.158
16.581,16.776,16.158,16.689,17.027,15.729
16.689,17.027,15.729,16.783,16.596,16.097
16.783,16.596,16.097,16.85,16.236,16.414
16.85,16.236,16.414,16.895,15.937,16.688
16.895,15.937,16.688,16.923,15.688,16.926
16.923,15.688,16.926,16.381,16.123,17.148
16.381,16.123,17.148,15.904,16.493,17.37
15.904,16.493,17.37,16.058,16.801,16.825
16.058,16.801,16.825,16.213,17.056,16.339
16.213,17.056,16.339,16.365,17.265,15.907
16.365,17.265,15.907,16.497,16.798,16.27
16.497,16.798,16.27,16.598,16.409,16.581
16.598,16.409,16.581,16.672,16.086,16.848
16.672,16.086,16.848,16.727,15.816,17.079
16.727,15.816,17.079,16.78,16.23,16.528
16.78,16.23,16.528,16.848,16.571,16.043
16.848,16.571,16.043,16.924,16.854,15.615
16.924,16.854,15.615,16.432,17.091,16.001
16.432,17.091,16.001,15.993,17.295,16.364
15.993,17.295,16.364,16.159,16.829,16.689
16.159,16.829,16.689,16.29,16.44,16.966
16.29,16.44,16.966,16.392,16.116,17.202
16.392,16.116,17.202,16.488,16.484,16.654
16.488,16.484,16.654,16.592,16.788,16.169
16.592,16.788,16.169,16.699,17.039,15.74
16.699,17.039,15.74,16.793,16.606,16.107
16.793,16.606,16.107,16.859,16.247,16.424
16.859,16.247,16.424,16.904,15.947,16.698
16.904,15.947,16.698,16.933,15.697,16.935
16.933,15.697,16.935,16.39,16.133,17.157
16.39,16.133,17.157,15.913,16.502,17.379
15.913,16.502,17.379,16.067,16.81,16.833
16.067,16.81,16.833,16.221,17.064,16.347
16.221,17.064,16.347,16.373,17.273,15.914
16.373,17.273,15.914,16.505,16.806,16.277
16.505,16.806,16.277,16.605,16.417,16.588
16.605,16.417,16.588,16.679,16.093,16.855
16.679,16.093,16.855,16.733,15.823,17.085
16.733,15.823,17.085,16.787,16.236,16.535
16.787,16.236,16.535,16.854,16.578,16.05
16.854,16.578,16.05,16.93,16.86,15.621
16.93,16.86,15.621,16.438,17.097,16.007
16.438,17.097,16.007,15.998,17.301,16.37
15.998,17.301,16.37,16.164,16.834,16.694
16.164,16.834,16.694,16.295,16.445,16.971
16.295,16.445,16.971,16.397,16.121,17.206
16.397,16.121,17.206,16.493,16.489,16.659
16.493,16.489,16.659,16.596,16.793,16.174
16.596,16.793,16.174,16.704,17.043,15.744
16.704,17.043,15.744,16.797,16.611,16.111
16.797,16.611,16.111,16.863,16.251,16.428
16.863,16.251,16.428,16.908,15.951,16.702
16.908,15.951,16.702,16.936,15.702,16.939
16.936,15.702,16.939,16.393,16.137,17.16
16.393,16.137,17.16,15.916,16.505,17.382
15.916,16.505,17.382,16.07,16.814,16.836
16.07,16.814,16.836,16.224,17.068,16.35
16.224,17.068,16.35,16.376,17.276,15.918
16.376,17.276,15.918,16.508,16.809,16.28
16.508,16.809,16.28,16.608,16.42,16.591
15.027,17.402,16.963,15.297,17.545,16.492
15.297,17.545,16.492,15.533,17.023,16.816
15.533,17.023,16.816,15.726,16.588,17.09
15.726,16.588,17.09,15.883,16.227,17.322
15.883,16.227,17.322,16.027,16.565,16.768
16.027,16.565,16.768,16.174,16.843,16.277
16.174,16.843,16.277,16.32,17.073,15.84
16.32,17.073,15.84,16.447,16.624,16.2
16.447,16.624,16.2,16.544,16.251,16.509
16.544,16.251,16.509,16.616,15.941,16.776
16.616,15.941,16.776,16.668,15.682,17.006
16.668,15.682,17.006,16.721,16.106,16.456
16.721,16.106,16.456,16.788,16.457,15.971
16.788,16.457,15.971,16.864,16.747,15.544
